,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
2599,Color,R,251.0,95.0,571.0,102.0,Gregg Henry,499.0,7774730.0,Comedy|Horror|Sci-Fi,Dustin Milligan,Slither ,61912,1120,alien|b movie|sex|slug|small town,0,alien|b movie|sex|slug|small town,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352.0,English,Canada,R,15500000.0,2006.0,298.0,6.5,1.85,0
2600,Color,R,94.0,105.0,102.0,383.0,Ronny Cox,901.0,234760500.0,Action|Comedy|Crime,Judge Reinhold,Beverly Hills Cop ,126464,3464,drug dealer|drugs|murder|police brutality|police shootout,1,drug dealer|drugs|murder|police brutality|police shootout,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175.0,English,USA,R,14000000.0,1984.0,605.0,7.3,1.85,0
2601,Color,PG,102.0,103.0,0.0,925.0,Devin Ratray,3000.0,285761243.0,Comedy|Family,Macaulay Culkin,Home Alone ,311075,7521,airport|child protagonist|child swearing|christmas|home alone,5,airport|child protagonist|child swearing|christmas|home alone,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305.0,English,USA,PG,18000000.0,1990.0,1000.0,7.5,1.85,20000
2602,Color,PG,21.0,102.0,12000.0,801.0,Ted Danson,19000.0,167780960.0,Comedy|Drama|Family,Tom Selleck,3 Men and a Baby ,36918,21499,1980s|baby|heroin|package|questioned by police,4,1980s|baby|heroin|package|questioned by police,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42.0,English,USA,PG,11000000.0,1987.0,875.0,5.9,1.85,3000
2603,Color,PG,94.0,116.0,521.0,481.0,Sydney Pollack,13000.0,177200000.0,Comedy|Drama|Romance,Bill Murray,Tootsie ,77366,14701,actor|actress|friend|love|reputation,1,actor|actress|friend|love|reputation,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194.0,English,USA,PG,22000000.0,1982.0,521.0,7.4,2.35,0
2604,Color,PG,173.0,110.0,12000.0,555.0,Tom Skerritt,10000.0,176781728.0,Action|Drama|Romance,Tom Cruise,Top Gun ,219171,13069,flying|gay subtext|machismo|male objectification|pilot,2,flying|gay subtext|machismo|male objectification|pilot,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388.0,English,USA,PG,15000000.0,1986.0,1000.0,6.9,1.33,19000
2605,Color,PG-13,287.0,120.0,0.0,5.0,Pei-Pei Cheng,103.0,128067808.0,Action|Drama|Romance,Chen Chang,"Crouching Tiger, Hidden Dragon ",217740,129,bare midriff|china|magical realism|martial arts|sword,3,bare midriff|china|magical realism|martial arts|sword,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641.0,Mandarin,Taiwan,PG-13,15000000.0,2000.0,21.0,7.9,2.35,0
2606,Color,R,176.0,122.0,0.0,158.0,Peter Gallagher,18000.0,130058047.0,Drama,Kevin Spacey,American Beauty ,822500,19078,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,0,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715.0,English,USA,R,15000000.0,1999.0,828.0,8.4,2.35,22000
2607,Color,R,479.0,118.0,0.0,520.0,Jennifer Ehle,14000.0,138795342.0,Biography|Drama|History|Romance,Colin Firth,The King's Speech ,503631,15732,king|king george vi|speech|speech therapist|throne,0,king|king george vi|speech|speech therapist|throne,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636.0,English,UK,R,15000000.0,2010.0,1000.0,8.0,1.85,64000
2608,Color,PG,27.0,107.0,425.0,247.0,Tony Jay,742.0,111936400.0,Comedy|Crime,Kelly Preston,Twins ,87538,2151,bare chested male|brother|catholic orphanage|long lost siblings|twins,1,bare chested male|brother|catholic orphanage|long lost siblings|twins,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79.0,English,USA,PG,15000000.0,1988.0,384.0,6.0,1.85,0
2609,Color,TV-14,20.0,45.0,686.5092123911724,260.0,Bobby Campo,460.0,48468407.52680933,Crime|Drama|Horror|Mystery|Thriller,Bex Taylor-Klaus,Scream: The TV Series             ,18058,2380,generation y|millennial generation|murder|teenage girl|throat slitting,0,generation y|millennial generation|murder|teenage girl|throat slitting,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,68.0,English,USA,TV-14,39752620.436387606,2002.4705167173252,292.0,7.3,16.0,0
2610,Color,PG-13,60.0,102.0,4.0,882.0,Eddie Redmayne,17000.0,317040.0,Drama|Romance,Kristen Stewart,The Yellow Handkerchief ,6723,30978,louisiana|overalls|road trip|southern u.s.|teenage boy,1,louisiana|overalls|road trip|southern u.s.|teenage boy,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36.0,English,USA,PG-13,15500000.0,2008.0,13000.0,6.8,2.35,1000
2611,Color,PG-13,70.0,154.0,14000.0,271.0,Rae Dawn Chong,852.0,94175854.0,Drama,Oprah Winfrey,The Color Purple ,60988,2592,book strap|girl|racial discrimination|racial tension|stereotype,0,book strap|girl|racial discrimination|racial tension|stereotype,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199.0,English,USA,PG-13,15000000.0,1985.0,581.0,7.8,1.85,6000
2612,Color,R,43.0,103.0,2.0,13.0,Ji-won Ha,94.0,48468407.52680933,Action|Comedy|Drama|Thriller,Nicole Dionne,Tidal Wave ,2659,213,korea|lifeguard|single father|tears|tsunami,2,korea|lifeguard|single father|tears|tsunami,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25.0,Korean,South Korea,R,39752620.436387606,2009.0,80.0,5.7,2.35,558
2613,Color,PG-13,1.0,141.0,335.0,635.0,Ayelet Zurer,11000.0,48468407.52680933,Adventure|Drama|History,Morgan Freeman,Ben-Hur ,62,13390,chariot race|epic|false accusation|jerusalem|slave,2,chariot race|epic|false accusation|jerusalem|slave,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,100000000.0,2016.0,744.0,6.1,2.35,0
2614,Color,PG-13,454.0,114.0,77.0,305.0,Rory Kinnear,19000.0,91121452.0,Biography|Drama|Thriller|War,Benedict Cumberbatch,The Imitation Game ,467613,20295,crossword puzzle|cryptography|enigma code|gay lead character|world war two,1,crossword puzzle|cryptography|enigma code|gay lead character|world war two,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608.0,English,UK,PG-13,14000000.0,2014.0,393.0,8.1,2.35,165000
2615,Color,R,25.0,109.0,6.0,271.0,Albert Brooks,1000.0,69800000.0,Comedy|War,Eileen Brennan,Private Benjamin ,18140,2419,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,1,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60.0,English,USA,R,10000000.0,1980.0,745.0,6.1,1.85,855
2616,Color,PG,46.0,124.0,150.0,572.0,Beverly D'Angelo,874.0,79900000.0,Biography|Drama|Music|Musical,Sissy Spacek,Coal Miner's Daughter ,12974,2667,country music|kissing while having sex|poverty|singer|title based on song,0,country music|kissing while having sex|poverty|singer|title based on song,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84.0,English,USA,PG,39752620.436387606,1980.0,816.0,7.5,1.85,0
2617,Color,PG,111.0,94.0,87.0,569.0,Zachary Gordon,17000.0,64001297.0,Comedy|Family,Chloë Grace Moretz,Diary of a Wimpy Kid ,32002,20154,cheese|diary|friend|middle school|school,1,cheese|diary|friend|middle school|school,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103.0,English,USA,PG,15000000.0,2010.0,975.0,6.2,1.85,0
2618,Color,PG-13,393.0,100.0,127.0,250.0,Megan Charpentier,1000.0,71588220.0,Fantasy|Horror,Javier Botet,Mama ,134869,1949,aunt|children|death of sister|forest|hiding in a closet,1,aunt|children|death of sister|forest|hiding in a closet,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304.0,English,Canada,PG-13,20000000.0,2013.0,340.0,6.2,1.85,57000
2619,Color,R,318.0,101.0,0.0,598.0,Donald Pleasence,2000.0,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween ,157857,4400,halloween|masked killer|michael myers|slasher|trick or treat,0,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191.0,English,USA,R,300000.0,1978.0,742.0,7.9,2.35,12000
2620,Color,R,55.0,98.0,11000.0,624.0,Randy Quaid,816.0,61400000.0,Adventure|Comedy,Beverly D'Angelo,National Lampoon's Vacation ,71183,3617,amusement park|dog|family vacation|national lampoon series|vacation,1,amusement park|dog|family vacation|national lampoon series|vacation,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183.0,English,USA,R,15000000.0,1983.0,695.0,7.4,1.85,0
2621,Color,R,157.0,102.0,79.0,27.0,Georgina Cates,925.0,101978840.0,Comedy,Jackson Nicoll,Bad Grandpa ,77724,1018,child beauty pageant|grandson|hidden camera|jackass|road trip,0,child beauty pageant|grandson|hidden camera|jackass|road trip,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,162.0,English,USA,R,15000000.0,2013.0,38.0,6.6,1.85,26000
2622,Color,PG-13,280.0,94.0,350.0,39.0,Sylvia Syms,326.0,56437947.0,Biography|Drama,Roger Allam,The Queen ,85333,486,monarchy|prime minister|princess diana|queen|speech,0,monarchy|prime minister|princess diana|queen|speech,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421.0,English,UK,PG-13,9800000.0,2006.0,48.0,7.3,1.85,0
2623,Color,PG,109.0,92.0,13000.0,217.0,Jeffrey Jones,925.0,73326666.0,Comedy|Fantasy,Catherine O'Hara,Beetlejuice ,189413,1953,attic|ghost|surrealism|teenage girl|yuppie,3,attic|ghost|surrealism|teenage girl|yuppie,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306.0,English,USA,PG,15000000.0,1988.0,692.0,7.5,1.85,15000
2624,Color,PG-13,41.0,113.0,0.0,607.0,Tasha Smith,2000.0,55184721.0,Comedy|Drama,Michael Jai White,Why Did I Get Married? ,9811,6510,marriage|overweight|psychologist|secret|work,8,marriage|overweight|psychologist|secret|work,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,100.0,English,USA,PG-13,15000000.0,2007.0,721.0,5.6,1.85,1000
2625,Color,PG,27.0,115.0,44.0,902.0,Kirsten Dunst,23000.0,50003300.0,Drama|Family|Romance,Christian Bale,Little Women ,36624,29370,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,4,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132.0,English,USA,PG,15000000.0,1994.0,4000.0,7.3,1.85,0
2626,Color,PG-13,462.0,95.0,43.0,259.0,Roger Allam,11000.0,54322273.0,Drama|Fantasy|Horror|Thriller,Daniel Radcliffe,The Woman in Black ,139749,11946,afterlife|baby boy|bird in a cage|ghost|reunited family,0,afterlife|baby boy|bird in a cage|ghost|reunited family,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509.0,English,UK,PG-13,17000000.0,2012.0,326.0,6.4,2.35,29000
2627,Color,PG-13,152.0,87.0,165.0,383.0,Tessa Thompson,1000.0,47860214.0,Horror|Thriller,Madeline Carroll,When a Stranger Calls ,34711,2452,babysitting|cell phone|high school|nightmare|teenager,0,babysitting|cell phone|high school|nightmare|teenager,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468.0,English,USA,PG-13,15000000.0,2006.0,431.0,5.0,2.35,0
2628,Color,PG,69.0,88.0,189.0,799.0,Donald Faison,934.0,47811275.0,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,29008,3707,brunette|film producer|liar|prank|stunt,1,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99.0,English,USA,PG,15000000.0,2002.0,927.0,5.4,1.85,896
2629,Color,R,140.0,183.0,517.0,652.0,Meryl Streep,22000.0,48468407.52680933,Drama|War,Robert De Niro,The Deer Hunter ,232577,34025,escape|friend|party|pittsburgh steelers|vietnam,2,escape|friend|party|pittsburgh steelers|vietnam,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,1026.0,English,UK,R,15000000.0,1978.0,11000.0,8.2,2.35,11000
2630,Color,R,130.0,97.0,272.0,957.0,Kirsten Dunst,22000.0,43022524.0,Comedy|Drama,Robert De Niro,Wag the Dog ,67604,29252,death|election|hollywood|president|scandal,0,death|election|hollywood|president|scandal,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,218.0,English,USA,R,15000000.0,1997.0,4000.0,7.1,1.85,12000
2631,Color,PG,66.0,94.0,13.0,566.0,Adam Lamberg,925.0,42672630.0,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,The Lizzie McGuire Movie ,27580,3423,best friend|roma|singer|spaghetti|teenager,1,best friend|roma|singer|spaghetti|teenager,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172.0,English,USA,PG,17000000.0,2003.0,738.0,5.3,2.35,0
2632,Color,PG-13,238.0,112.0,29.0,874.0,Harold Perrineau,12000.0,42919096.0,Action|Drama|Thriller,Dwayne Johnson,Snitch ,64747,15800,cigarette smoking|dea|drugs|inspired by true events|undercover,1,cigarette smoking|dea|drugs|inspired by true events|undercover,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122.0,English,USA,PG-13,15000000.0,2013.0,1000.0,6.5,2.35,12000
2633,Color,PG-13,198.0,98.0,66.0,562.0,Conchata Ferrell,3000.0,42592530.0,Comedy|Fantasy|Horror,Adam Scott,Krampus ,29867,4567,christmas|german|holiday|krampus|santa claus,0,christmas|german|holiday|krampus|santa claus,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,15000000.0,2015.0,658.0,6.2,2.35,27000
2634,Color,R,154.0,104.0,0.0,1000.0,Salma Hayek,4000.0,40064955.0,Horror|Mystery|Sci-Fi,Jordana Brewster,The Faculty ,92074,12170,alien|high school|ohio|photographer|water,1,alien|high school|ohio|photographer|water,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,502.0,English,USA,R,15000000.0,1998.0,4000.0,6.4,1.85,0
2635,Color,R,19.0,118.0,13.0,2.0,Virginia Capers,90.0,39100956.0,Biography|Drama|Music,Rae'Ven Kelly,What's Love Got to Do with It ,13442,114,abusive husband|love|singer|tina turner|violence,0,abusive husband|love|singer|tina turner|violence,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,59.0,English,USA,R,39752620.436387606,1993.0,22.0,7.2,1.85,0
2636,Color,R,131.0,120.0,446.0,1000.0,Sylvester Stallone,22000.0,44886089.0,Crime|Drama|Thriller,Robert De Niro,Cop Land ,69576,40117,corruption|faked death|falling off a roof|internal affairs|nypd,3,corruption|faked death|falling off a roof|internal affairs|nypd,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,207.0,English,USA,R,10000000.0,1997.0,13000.0,6.9,1.85,2000
2637,Color,R,97.0,99.0,11.0,971.0,JoAnna Garcia Swisher,11000.0,37882551.0,Comedy,Chris Evans,Not Another Teen Movie ,80305,15369,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,0,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,393.0,English,USA,R,16000000.0,2001.0,983.0,5.7,1.85,0
2638,Color,R,355.0,109.0,453.0,953.0,Anna Kendrick,15000.0,40983001.0,Crime|Drama|Thriller,Jake Gyllenhaal,End of Watch ,181025,27788,lapd|police|police officer|south central los angeles|street gang,2,lapd|police|police officer|south central los angeles|street gang,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,336.0,English,USA,R,7000000.0,2012.0,10000.0,7.7,1.85,38000
2639,Color,PG-13,138.0,105.0,488.0,13000.0,Bradley Cooper,15000.0,20991497.0,Comedy|Drama|Romance,Emma Stone,Aloha ,39782,44037,box office flop|critically bashed|hawaii|one word title|written by director,1,box office flop|critically bashed|hawaii|one word title|written by director,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172.0,English,USA,PG-13,37000000.0,2015.0,14000.0,5.4,1.85,11000
2640,Color,PG-13,102.0,106.0,357.0,883.0,Leslie Bibb,23000.0,35007180.0,Action|Crime|Drama|Thriller,Paul Walker,The Skulls ,26846,26652,college|friend|ivy league|secret society|suicide,0,college|friend|ivy league|secret society|suicide,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,193.0,English,USA,PG-13,15000000.0,2000.0,1000.0,5.6,1.85,0
2641,Color,PG-13,419.0,123.0,120.0,149.0,Emily Watson,13000.0,35887263.0,Biography|Drama|Romance,Eddie Redmayne,The Theory of Everything ,265507,14100,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,0,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,388.0,English,UK,PG-13,15000000.0,2014.0,876.0,7.7,2.35,90000
2642,Color,PG-13,37.0,86.0,14.0,685.0,Regina Hall,833.0,34308901.0,Comedy|Crime,Greg Grunberg,Malibu's Most Wanted ,15939,4435,los angeles california|person in car trunk|racial impersonation|south asian|street gang,3,los angeles california|person in car trunk|racial impersonation|south asian|street gang,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,87.0,English,USA,PG-13,16000000.0,2003.0,807.0,5.1,2.35,0
2643,Color,PG-13,78.0,120.0,18.0,944.0,James Frain,20000.0,33771174.0,Comedy|Drama|Romance,Natalie Portman,Where the Heart Is ,27044,22383,birth|oklahoma|photographer|tennessee|wal mart,2,birth|oklahoma|photographer|tennessee|wal mart,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,240.0,English,USA,PG-13,15000000.0,2000.0,1000.0,6.8,1.85,0
2644,Color,PG,181.0,227.0,767.0,87.0,José Ferrer,607.0,6000000.0,Adventure|Biography|Drama|History|War,Claude Rains,Lawrence of Arabia ,192775,1076,arab|british military|desert|ottoman empire|t.e. lawrence,8,arab|british military|desert|ottoman empire|t.e. lawrence,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,559.0,English,UK,PG,15000000.0,1962.0,202.0,8.4,2.2,11000
2645,Color,R,220.0,119.0,0.0,593.0,Tyler Mane,908.0,33386128.0,Horror,Scout Taylor-Compton,Halloween II ,36372,3226,halloween|hospital|michael myers|rampage|vomiting,0,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,491.0,English,USA,R,15000000.0,2009.0,764.0,4.9,1.85,3000
2646,Color,R,349.0,115.0,212.0,612.0,Kevin Rankin,2000.0,37877959.0,Adventure|Biography|Drama,Michiel Huisman,Wild ,86664,4896,female protagonist|grief|hiking|loss of mother|mother daughter relationship,1,female protagonist|grief|hiking|loss of mother|mother daughter relationship,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,252.0,English,USA,R,15000000.0,2014.0,820.0,7.1,2.35,38000
2647,Color,R,241.0,114.0,29.0,616.0,Monica Potter,956.0,32721635.0,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,67822,3861,kidnapping|lake|microwave oven|psychopath|woods,0,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,279.0,English,USA,R,15000000.0,2009.0,878.0,6.6,1.85,0
2648,Color,PG-13,103.0,90.0,6.0,458.0,Debra Messing,1000.0,31585300.0,Comedy|Romance,Jack Davenport,The Wedding Date ,38248,2666,chick flick|escort|male escort|wedding|wedding date,0,chick flick|escort|male escort|wedding|wedding date,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250.0,English,USA,PG-13,15000000.0,2005.0,650.0,6.1,1.85,0
2649,Color,R,151.0,94.0,28.0,731.0,Thomas Ian Nicholas,2000.0,30259652.0,Comedy|Horror|Thriller,Jamie Lee Curtis,Halloween: Resurrection ,26905,5440,cult film|halloween|killer|michael myers|serial killer,5,cult film|halloween|killer|michael myers|serial killer,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,614.0,English,USA,R,15000000.0,2002.0,864.0,4.1,2.35,0
2650,Color,PG-13,344.0,106.0,255.0,850.0,Jason Flemyng,14000.0,163192114.0,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,229687,18003,famous line|hand to hand combat|kraken|rape|zeus,0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637.0,English,USA,PG-13,125000000.0,2010.0,1000.0,5.8,2.35,15000
2651,Color,PG,185.0,98.0,0.0,594.0,Carol Kane,18000.0,30857814.0,Adventure|Family|Fantasy|Romance,Robin Wright,The Princess Bride ,294163,20060,fairy tale|giant|pirate|princess|true love,0,fairy tale|giant|pirate|princess|true love,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,718.0,English,USA,PG,16000000.0,1987.0,636.0,8.1,1.85,33000
2652,Color,PG-13,112.0,126.0,18000.0,697.0,Jurnee Smollett-Bell,18000.0,30226144.0,Biography|Drama,Denzel Washington,The Great Debaters ,47626,22745,college|debate|student|texas|wiley college,1,college|debate|student|texas|wiley college,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,118.0,English,USA,PG-13,15000000.0,2007.0,2000.0,7.6,2.35,0
2653,Color,R,676.0,100.0,0.0,228.0,Albert Brooks,33000.0,35054909.0,Crime|Drama,Ryan Gosling,Drive ,431578,34337,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,0,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264.0,English,USA,R,15000000.0,2011.0,745.0,7.8,2.35,81000
2654,Color,PG,74.0,89.0,10.0,231.0,Carol Kane,811.0,29302097.0,Comedy|Family|Music|Romance,Adam Garcia,Confessions of a Teenage Drama Queen ,23408,2167,band|friend|new york city|suburb|teenager,8,band|friend|new york city|suburb|teenager,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105.0,English,Germany,PG,15000000.0,2004.0,636.0,4.6,1.85,810
2655,Color,R,65.0,111.0,13.0,106.0,Tim Daly,818.0,29106737.0,Comedy|Drama|Romance,Liam Aiken,The Object of My Affection ,15582,1450,baby|dancing|gay|name calling|penis slur,0,baby|dancing|gay|name calling|penis slur,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132.0,English,USA,R,15000000.0,1998.0,511.0,6.0,1.85,849
2656,Color,R,274.0,100.0,35.0,306.0,Harold Perrineau,10000.0,28637507.0,Drama|Horror|Sci-Fi,Jeremy Renner,28 Weeks Later ,212167,11471,paris france|rage|sniper|u.s. army|zombie apocalypse,1,paris france|rage|sniper|u.s. army|zombie apocalypse,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,713.0,English,UK,R,15000000.0,2007.0,1000.0,7.0,1.85,0
2657,Color,PG,50.0,115.0,49.0,100.0,Matthew Daddario,116.0,30127963.0,Drama|Family|Sport,Jessie T. Usher,When the Game Stands Tall ,12596,525,coach|high school football,0,coach|high school football,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,64.0,English,USA,PG,15000000.0,2014.0,110.0,6.7,1.85,0
2658,Color,PG,96.0,106.0,61.0,649.0,Luke Benward,907.0,32645546.0,Comedy|Drama|Family,Cicely Tyson,Because of Winn-Dixie ,8427,3462,10 year old|dog|florida|girl|supermarket,5,10 year old|dog|florida|girl|supermarket,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,88.0,English,USA,PG,14000000.0,2005.0,807.0,6.4,1.85,1000
2659,Color,PG-13,68.0,124.0,107.0,865.0,Sanaa Lathan,1000.0,27441122.0,Drama|Romance|Sport,Alfre Woodard,Love & Basketball ,14322,5135,basketball movie|female basketball player|high school|nba|title directed by female,0,basketball movie|female basketball player|high school|nba|title directed by female,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,116.0,English,USA,PG-13,15000000.0,2000.0,886.0,7.2,1.85,0
2660,Color,R,111.0,107.0,5.0,141.0,Michael Cudlitz,893.0,28014536.0,Action|Comedy|Crime|Romance|Thriller,Minnie Driver,Grosse Pointe Blank ,73347,2044,assassin|high school|high school reunion|reunion|suburb,1,assassin|high school|high school reunion|reunion|suburb,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,296.0,English,USA,R,15000000.0,1997.0,822.0,7.4,1.85,0
2661,Color,PG-13,128.0,99.0,3.0,628.0,Katy Mixon,14000.0,33860010.0,Comedy|Romance,Bradley Cooper,All About Steve ,33088,16461,blind date|crossword puzzle|eccentric|fall|mine shaft,3,blind date|crossword puzzle|eccentric|fall|mine shaft,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,143.0,English,USA,PG-13,15000000.0,2009.0,982.0,4.8,1.85,0
2662,Color,R,160.0,90.0,31.0,162.0,Erica Leerhsen,193.0,26421314.0,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,Book of Shadows: Blair Witch 2 ,28964,608,convenience store|digit in title|punctuation in title|violence|witch,0,convenience store|digit in title|punctuation in title|violence|witch,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,457.0,English,USA,R,15000000.0,2000.0,184.0,4.0,1.85,949
2663,Color,R,93.0,101.0,26.0,266.0,Rachel True,838.0,24881000.0,Drama|Fantasy|Horror|Thriller,Christine Taylor,The Craft ,57140,1812,coven|occult|outcast|spell|witch,0,coven|occult|outcast|spell|witch,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,195.0,English,USA,R,15000000.0,1996.0,328.0,6.2,1.85,6000
2664,Color,R,278.0,119.0,11000.0,400.0,Mark Gatiss,19000.0,23089926.0,Drama|Romance|Thriller,Scarlett Johansson,Match Point ,166269,20391,extramarital affair|infidelity|irony of fate|surprise ending|tennis,3,extramarital affair|infidelity|irony of fate|surprise ending|tennis,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,735.0,English,UK,R,15000000.0,2005.0,567.0,7.7,1.85,0
2665,Color,G,81.0,103.0,20.0,125.0,Hutch Dano,512.0,26161406.0,Adventure|Comedy|Family|Fantasy,Sierra McCormick,Ramona and Beezus ,13874,1002,aunt|cat|death of pet|girl|no opening credits,2,aunt|cat|death of pet|girl|no opening credits,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52.0,English,USA,G,15000000.0,2010.0,316.0,6.7,2.35,0
2666,Color,PG,58.0,134.0,133.0,258.0,Peter Vaughan,12000.0,22954968.0,Drama|Romance,Anthony Hopkins,The Remains of the Day ,45703,12749,butler|housekeeper|manor|servant|service,1,butler|housekeeper|manor|servant|service,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,156.0,English,UK,PG,11500000.0,1993.0,310.0,7.9,2.35,0
